CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
135410207,Acetamiprid,Aphytis melinus,Red Scale Parasite,Mortality,Mortality,LC50,2,Active ingredient,0.005,AI ug/ml,2007,"Prabhaker,N., J.G. Morse, S.J. Castle, S.E. Naranjo, T.J. Henneberry, and N.C. Toscano. Toxicity of Seven Foliar Insecticides to Four Insect Parasitoids Attacking Citrus and Cotton Pests. J. Econ. Entomol.100(4): 1053-1061, 2007. ECOREF #108456"
210880925,Clothianidin,Chironomus tepperi,Rice Bloodworm,Mortality,Mortality,LC90,1,Active ingredient,0.00519,AI mg/L,2005,"Stevens,M.M., S. Helliwell, and P.A. Hughes. Toxicity of Bacillus thuringiensis var. israelensis Formulations, Spinosad, and Selected Synthetic Insecticides to Chironomus tepperi Larvae. J. Am. Mosq. Control Assoc.21(4): 446-450, 2005. ECOREF #173482"
138261413,Imidacloprid,Chironomus tentans,Midge,Mortality,Mortality,LC50,4,Active ingredient,0.0054,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
138261413,Imidacloprid,Chironomus tentans,Midge,Mortality,Mortality,LC50,4,Active ingredient,0.00575,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
138261413,Imidacloprid,Gammarus pulex,Scud,Mortality,Mortality,LC10,28,Formulation,0.00577,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
111988499,Thiacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,4,Active ingredient,0.006,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
135410207,Acetamiprid,Chironomus riparius,Midge,Mortality,Mortality,NOEL,2,Active ingredient,0.006,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,4,Formulation,0.00616,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Caenis horaria,Mayfly,Mortality,Mortality,LC50,4,Formulation,0.00668,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Simulium vittatum,Blackfly,Mortality,Mortality,LC50,2,Active ingredient,0.00675,AI mg/L,2005,"Overmyer,J.P., B.N. Mason, and K.L. Armbrust. Acute Toxicity of Imidacloprid and Fipronil to a Nontarget Aquatic Insect, Simulium vittatum Zetterstedt Cytospecies IS-7. Bull. Environ. Contam. Toxicol.74(5): 872-879, 2005. ECOREF #81392"
210880925,Clothianidin,Chironomus riparius,Midge,Mortality,Mortality,NOEL,2,Active ingredient,0.0068,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC50,10,Active ingredient,0.00701,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC50,28,Active ingredient,0.00708,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
111988499,Thiacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,3,Active ingredient,0.0076,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
210880925,Clothianidin,Danaus plexippus,Monarch Butterfly,Mortality,Mortality,LC10,1.5,Formulation,0.00772,AI mg/kg food,2015,"Pecenka,J.R., and J.G. Lundgren. Non-Target Effects of Clothianidin on Monarch Butterflies. Sci. Nat.102(19): 4 p., 2015. ECOREF #173323"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,LOEL,11,Formulation,0.008,AI ug/g food,2001,"Decourtye,A., M. Le Metayer, H. Pottiau, M. Tisseur, J.F. Odoux, and M.H. Pham-Delegue. Impairment of Olfactory Learning Performances in the Honey Bee After Long Term Ingestion of Imidacloprid. In: L.P.Belzunces, C.Pellissier and G.B.Lewis (Eds.), Hazard of Pesticides to Bees, INRA, Paris:113-117, 2001. ECOREF #168906"
138261413,Imidacloprid,Simulium vittatum,Blackfly,Mortality,Mortality,LC50,2,Active ingredient,0.00825,AI mg/L,2005,"Overmyer,J.P., B.N. Mason, and K.L. Armbrust. Acute Toxicity of Imidacloprid and Fipronil to a Nontarget Aquatic Insect, Simulium vittatum Zetterstedt Cytospecies IS-7. Bull. Environ. Contam. Toxicol.74(5): 872-879, 2005. ECOREF #81392"
138261413,Imidacloprid,Baetis rhodani,Mayfly,Mortality,Mortality,LC50,2,Active ingredient,0.00849,AI mg/L,2008,"Beketov,M.A., and M. Liess. Potential of 11 Pesticides to Initiate Downstream Drift of Stream Macroinvertebrates. Arch. Environ. Contam. Toxicol.55:247-253, 2008. ECOREF #109202"
138261413,Imidacloprid,Micronecta sp.,Lesser Water Boatmen,Mortality,Mortality,LC10,4,Formulation,0.00887,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
111988499,Thiacloprid,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,NOEL,4,Not coded,0.009,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,4,Active ingredient,0.009,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,1,Active ingredient,0.009,ng/mg bdwt,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
210880925,Clothianidin,Bombus impatiens,Bumble Bee,Mortality,Mortality,NOEL,77,Active ingredient,0.009,AI ug/g food,2014,"Scholer,J., and V. Krischik. Chronic Exposure of Imidacloprid and Clothianidin Reduce Queen Survival, Foraging, and Nectar Storing in Colonies of Bombus impatiens. PLoS One9(3): 14 p., 2014. ECOREF #168293"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC25,10,Active ingredient,0.00941,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
138261413,Imidacloprid,Simulium vittatum,Blackfly,Mortality,Mortality,LC50,2,Active ingredient,0.00954,AI mg/L,2005,"Overmyer,J.P., B.N. Mason, and K.L. Armbrust. Acute Toxicity of Imidacloprid and Fipronil to a Nontarget Aquatic Insect, Simulium vittatum Zetterstedt Cytospecies IS-7. Bull. Environ. Contam. Toxicol.74(5): 872-879, 2005. ECOREF #81392"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC50,28,Active ingredient,0.00974,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
138261413,Imidacloprid,Plea minutissima,Water Bug,Mortality,Mortality,LC50,28,Formulation,0.0098,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Limnephilidae,Caddisfly Family,Mortality,Mortality,LC10,4,Formulation,0.00986,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
210880925,Clothianidin,Danaus plexippus,Monarch Butterfly,Mortality,Mortality,LC20,1.5,Formulation,0.00989,AI mg/kg food,2015,"Pecenka,J.R., and J.G. Lundgren. Non-Target Effects of Clothianidin on Monarch Butterflies. Sci. Nat.102(19): 4 p., 2015. ECOREF #173323"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEC,77,Formulation,0.01,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEC,77,Formulation,0.01,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEL,14,Active ingredient,0.01,AI ug/g food,2012,"Gill,R.J., O. Ramos-Rodriguez, and N.E. Raine. Combined Pesticide Exposure Severely Affects Individual- and Colony-Level Traits in Bees. Nature491(7422): 105-108, 2012. ECOREF #168995"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEL,21,Active ingredient,0.01,AI ug/g food,2012,"Gill,R.J., O. Ramos-Rodriguez, and N.E. Raine. Combined Pesticide Exposure Severely Affects Individual- and Colony-Level Traits in Bees. Nature491(7422): 105-108, 2012. ECOREF #168995"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEL,28,Active ingredient,0.01,AI ug/g food,2012,"Gill,R.J., O. Ramos-Rodriguez, and N.E. Raine. Combined Pesticide Exposure Severely Affects Individual- and Colony-Level Traits in Bees. Nature491(7422): 105-108, 2012. ECOREF #168995"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NOEL,7,Active ingredient,0.01,AI ug/g food,2012,"Gill,R.J., O. Ramos-Rodriguez, and N.E. Raine. Combined Pesticide Exposure Severely Affects Individual- and Colony-Level Traits in Bees. Nature491(7422): 105-108, 2012. ECOREF #168995"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NR-ZERO,77,Formulation,0.01,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Trichogramma brasiliensis,Parasitoid Wasp,Mortality,Mortality,LC50,2.1667,Active ingredient,0.01,AI mg/L,2013,"Shankarganesh,K., B. Paul, and R.D. Gautam. Studies on Ecological Safety of Insecticides to Egg Parasitoids, Trichogramma chilonis Ishii and Trichogramma brasiliensis (Ashmead). Natl. Acad. Sci. Lett.36(6): 581-585, 2013. ECOREF #167838"
138261413,Imidacloprid,Pardosa pseudoannulata,Pond Wolf Spider,Mortality,Mortality,NR-ZERO,2,Active ingredient,0.01,ppm,2001,"Widiarta,I.N., M. Matsumura, Y. Suzuki, and F. Nakasuji. Effects of Sublethal Doses of Imidacloprid on the Fecundity of Green Leafhoppers, Nephotettix spp. (Hemiptera:  Cicadellidae) and Their Natural Enemies. Appl. Entomol. Zool.36(4): 501-507, 2001. ECOREF #82019"
153719234,Thiamethoxam,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NR,77,Formulation,0.01,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
153719234,Thiamethoxam,Bombus terrestris ssp. audax,Buff-tailed Bumblebee,Mortality,Mortality,NOEL,28,Active ingredient,0.01,AI ug/g food,2013,"Elston,C., H.M. Thompson, and K.F.A. Walters. Sub-Lethal Effects of Thiamethoxam, a Neonicotinoid Pesticide, and Propiconazole, a DMI Fungicide, on Colony Initiation in Bumblebee (Bombus terrestris) Micro-Colonies. Apidologie44(5): 563-574, 2013. ECOREF #173159"
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,0.01004,AI mg/L,2010,"Osterberg,J.S. Ecotoxicology of Natural and Anthropogenic Extreme Environments. Ph.D. Thesis, Duke University, Raleigh, NC:178 p., 2010. ECOREF #152973"
138261413,Imidacloprid,Callinectes sapidus,Blue Crab,Mortality,Mortality,LC50,1,Active ingredient,0.01004,AI mg/L,2012,"Osterberg,J.S., K.M. Darnell, T.M. Blickley, J.A. Romano, and D. Rittschof. Acute Toxicity and Sub-Lethal Effects of Common Pesticides in Post-Larval and Juvenile Blue Crabs, Callinectes sapidus. J. Exp. Mar. Biol. Ecol.424/425:5-14, 2012. ECOREF #161498"
111988499,Thiacloprid,Chaetopteryx villosa,Caddisfly,Mortality,Mortality,LC20,7,Active ingredient,0.01035,AI mg/L,2017,"Englert,D., J.P. Zubrod, M. Link, S. Mertins, R. Schulz, and M. Bundschuh. Does Waterborne Exposure Explain Effects Caused by Neonicotinoid-Contaminated Plant Material in Aquatic Systems?. Environ. Sci. Technol.51(10): 5793-5802, 2017. ECOREF #175425"
111988499,Thiacloprid,Hyalella azteca,Scud,Mortality,Mortality,NOEL,4,Active ingredient,0.011,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,4,Active ingredient,0.011,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
153719234,Thiamethoxam,Trichogramma brasiliensis,Parasitoid Wasp,Mortality,Mortality,LC50,2.1667,Active ingredient,0.011,AI mg/L,2013,"Shankarganesh,K., B. Paul, and R.D. Gautam. Studies on Ecological Safety of Insecticides to Egg Parasitoids, Trichogramma chilonis Ishii and Trichogramma brasiliensis (Ashmead). Natl. Acad. Sci. Lett.36(6): 581-585, 2013. ECOREF #167838"
138261413,Imidacloprid,Chaetopteryx villosa,Caddisfly,Mortality,Mortality,LC50,7,Active ingredient,0.01145,AI mg/L,2017,"Englert,D., J.P. Zubrod, M. Link, S. Mertins, R. Schulz, and M. Bundschuh. Does Waterborne Exposure Explain Effects Caused by Neonicotinoid-Contaminated Plant Material in Aquatic Systems?. Environ. Sci. Technol.51(10): 5793-5802, 2017. ECOREF #175425"
111988499,Thiacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NR-ZERO,77,Formulation,0.012,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Tipula sp.,Cranefly,Mortality,Mortality,NOEL,14,Active ingredient,0.012,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,NOEL,14,Active ingredient,0.012,AI mg/L,2007,"Kreutzweiser,D., K. Good, D. Chartrand, T. Scarr, and D. Thompson. Non-target Effects on Aquatic Decomposer Organisms of Imidacloprid as a Systemic Insecticide to Control Emerald Ash Borer in Riparian Trees. Ecotoxicol. Environ. Saf.68(3): 315-325, 2007. ECOREF #101963"
153719234,Thiamethoxam,Trichogramma chilonis,Parastic Wasp,Mortality,Mortality,LC50,2.1667,Active ingredient,0.012,AI mg/L,2013,"Shankarganesh,K., B. Paul, and R.D. Gautam. Studies on Ecological Safety of Insecticides to Egg Parasitoids, Trichogramma chilonis Ishii and Trichogramma brasiliensis (Ashmead). Natl. Acad. Sci. Lett.36(6): 581-585, 2013. ECOREF #167838"
210880925,Clothianidin,Hyalella azteca,Scud,Mortality,Mortality,LC50,4,Active ingredient,0.01252,AI mg/L,2015,"De Perre,C., T.M. Murphy, and M.J. Lydy. Fate and Effects of Clothianidin in Fields Using Conservation Practices. Environ. Toxicol. Chem.34(2): 258-265, 2015. ECOREF #173368"
138261413,Imidacloprid,Chaoborus obscuripes,Midge,Mortality,Mortality,LC50,28,Formulation,0.0126,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC25,4,Active ingredient,0.01295,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
111988499,Thiacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,2,Active ingredient,0.013,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
135410207,Acetamiprid,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,NOEL,4,Active ingredient,0.013,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Aedes taeniorhynchus,Mosquito,Mortality,Mortality,LC50,2,Active ingredient,0.013,AI mg/L,1997,"Song,M.Y., J.D. Stark, and J.J. Brown. Comparative Toxicity of Four Insecticides, Including Imidacloprid and Tebufenozide, to Four Aquatic Arthropods. Environ. Toxicol. Chem.16(12): 2494-2500, 1997. ECOREF #18476"
